Observation ID,Common Name,Scientific Name,Family,Genus,Observed Length (m),Observed Weight (kg),Age Class,Sex,Date of Observation,Country/Region,Habitat Type,Conservation Status,Observer Name,Notes
753,Cuban Crocodile,Crocodylus rhombifer,Crocodylidae,Crocodylus,2.96,139.6,Adult,Unknown,29-12-2015,Cuba,Swamps,Critically Endangered,Becky Carroll,Structure summer kitchen admit across already grow point news impact often bag today.
754,Mugger Crocodile (Marsh Crocodile),Crocodylus palustris,Crocodylidae,Crocodylus,1.99,91.7,Juvenile,Unknown,02-10-2006,India,Marshes,Vulnerable,Tiffany Alexander,She everybody than camera piece.
755,Philippine Crocodile,Crocodylus mindorensis,Crocodylidae,Crocodylus,1.61,43.5,Adult,Female,21-01-2022,Philippines,Ponds,Critically Endangered,Luke Williams,Pressure contain medical key fish network direction weight yeah.
756,Cuban Crocodile,Crocodylus rhombifer,Crocodylidae,Crocodylus,1.22,41.4,Juvenile,Female,07-09-2008,Cuba,Freshwater Wetlands,Critically Endangered,Alexis Kirk,Music and doctor board medical both back daughter.
757,West African Slender-snouted Crocodile,Mecistops cataphractus,Crocodylidae,Mecistops,0.53,40.3,Hatchling,Female,28-08-2007,Ghana,Shaded Forest Rivers,Critically Endangered,Sandra Becker,Politics then central force small friend impact.
758,Borneo Crocodile (disputed),Crocodylus raninus,Crocodylidae,Crocodylus,2.26,78.7,Subadult,Female,08-05-2009,Malaysia (Borneo),Rivers,Data Deficient,Julie Beltran,All happy fact change option blood deep finish respond score situation require vote her old price.
759,Orinoco Crocodile,Crocodylus intermedius,Crocodylidae,Crocodylus,3.9,413.2,Adult,Male,04-12-2009,Venezuela,Large Rivers,Critically Endangered,Phillip Banks,When yeah not young.
760,Siamese Crocodile,Crocodylus siamensis,Crocodylidae,Crocodylus,2.34,90.2,Subadult,Unknown,07-01-2011,Vietnam,Slow Rivers,Critically Endangered,Morgan Ryan,Summer month anything line modern kid.
761,Philippine Crocodile,Crocodylus mindorensis,Crocodylidae,Crocodylus,1.8,44.7,Adult,Unknown,15-12-2018,Philippines,Ponds,Critically Endangered,Russell Carter,Forget sometimes within discuss fire win realize knowledge whatever.
762,Mugger Crocodile (Marsh Crocodile),Crocodylus palustris,Crocodylidae,Crocodylus,3.26,184.9,Adult,Unknown,24-08-2015,Pakistan,Reservoirs,Vulnerable,Bobby Castro,Trip president painting large.
763,Orinoco Crocodile,Crocodylus intermedius,Crocodylidae,Crocodylus,0.8,102.1,Hatchling,Male,15-05-2023,Venezuela,Flooded Savannas,Critically Endangered,Keith Serrano,Understand each training purpose program painting.
764,West African Dwarf Crocodile,Osteolaemus tetraspis,Crocodylidae,Osteolaemus,1.31,17,Adult,Female,04-03-2013,Côte d'Ivoire,Forest Swamps,Vulnerable,Gloria Wilson,Inside work office plan significant tonight then administration building enjoy never us.
765,Freshwater Crocodile (Johnstone's),Crocodylus johnstoni,Crocodylidae,Crocodylus,2.18,71.2,Adult,Male,21-01-2011,Australia,Freshwater Rivers,Least Concern,Beth Johnson,Agency cold authority method more hold institution camera recent drop fall front station.
766,Mugger Crocodile (Marsh Crocodile),Crocodylus palustris,Crocodylidae,Crocodylus,3.49,233.2,Adult,Female,18-08-2009,India,Rivers,Vulnerable,Lee Rodriguez,Available TV wear treat piece scientist job.
767,Morelet's Crocodile,Crocodylus moreletii,Crocodylidae,Crocodylus,2.64,117.3,Subadult,Female,20-03-2018,Belize,Rivers,Least Concern,Melissa Quinn,Trouble view base time order have power here just meet open war best.
768,Philippine Crocodile,Crocodylus mindorensis,Crocodylidae,Crocodylus,2.27,87.5,Subadult,Female,22-06-2007,Philippines,Rivers,Critically Endangered,Glenn Elliott,Oil such interview follow five condition century sport same writer.
769,West African Slender-snouted Crocodile,Mecistops cataphractus,Crocodylidae,Mecistops,1.99,75.9,Subadult,Female,02-12-2005,Sierra Leone,Swamps,Critically Endangered,Joseph Andrews,Fire girl close explain main difference college voice else.
770,Saltwater Crocodile,Crocodylus porosus,Crocodylidae,Crocodylus,3.58,498.9,Juvenile,Unknown,04-12-2019,Philippines,Mangroves,Least Concern,Ashley Hall,Cell deal stuff senior agree total.
771,Siamese Crocodile,Crocodylus siamensis,Crocodylidae,Crocodylus,0.6,29,Hatchling,Unknown,16-04-2019,Vietnam,Swamps,Critically Endangered,Kimberly Lloyd,Major state hard example way interview know.
772,Morelet's Crocodile,Crocodylus moreletii,Crocodylidae,Crocodylus,2.96,132,Adult,Unknown,15-02-2008,Guatemala,Swamps,Least Concern,Jesse Hardin,Know it enjoy ten year rule bring.
773,Cuban Crocodile,Crocodylus rhombifer,Crocodylidae,Crocodylus,2.12,83.9,Subadult,Female,26-02-2007,Cuba,Swamps,Critically Endangered,Bob Mcguire,Force medical everybody piece mention since religious.
774,West African Dwarf Crocodile,Osteolaemus tetraspis,Crocodylidae,Osteolaemus,1.32,14.6,Adult,Female,26-12-2006,Sierra Leone,Small Streams,Vulnerable,Tim Hamilton,Fish success produce there along play account carry heavy wall pull.
775,West African Dwarf Crocodile,Osteolaemus tetraspis,Crocodylidae,Osteolaemus,1.04,9.5,Adult,Male,14-01-2014,Cameroon,Forest Swamps,Vulnerable,Christian Cervantes,Executive cup then week tax see about attack newspaper decade concern industry enjoy herself on.
776,West African Dwarf Crocodile,Osteolaemus tetraspis,Crocodylidae,Osteolaemus,0.98,9.4,Subadult,Female,28-06-2020,Liberia,Forest Swamps,Vulnerable,Kari Sandoval,There subject themselves property make.
777,West African Dwarf Crocodile,Osteolaemus tetraspis,Crocodylidae,Osteolaemus,1.06,10.4,Adult,Male,01-10-2011,Cameroon,Small Streams,Vulnerable,Linda Daniels,Benefit both thing sense expert.
778,Central African Slender-snouted Crocodile,Mecistops leptorhynchus,Crocodylidae,Mecistops,3,190.5,Adult,Male,01-08-2009,Cameroon,Swamps,Endangered,Erika Bates,Computer what produce girl.
779,West African Dwarf Crocodile,Osteolaemus tetraspis,Crocodylidae,Osteolaemus,1.49,25.2,Adult,Unknown,03-11-2010,Ghana,Small Streams,Vulnerable,Carl Khan,Over reach ahead environmental Democrat surface important no.
780,Borneo Crocodile (disputed),Crocodylus raninus,Crocodylidae,Crocodylus,1.52,43.4,Juvenile,Male,17-03-2018,Malaysia (Borneo),Estuarine Systems,Data Deficient,Michael Jenkins,Interesting end area magazine despite player animal language determine then movie.
781,West African Crocodile,Crocodylus suchus,Crocodylidae,Crocodylus,2.05,74.1,Subadult,Unknown,17-10-2011,Mali,Oases,Least Concern,Ashley Donaldson,Form painting after reveal sort bed relate treatment short need pressure million gun cup church movie teacher.
782,Saltwater Crocodile,Crocodylus porosus,Crocodylidae,Crocodylus,4.33,517.9,Adult,Unknown,23-09-2009,Indonesia,Coastal Wetlands,Least Concern,Robert Lozano,Including need eat add suddenly sense money may social amount executive agency place read.
783,American Crocodile,Crocodylus acutus,Crocodylidae,Crocodylus,2.94,164,Adult,Male,31-03-2011,USA (Florida),Mangroves,Vulnerable,Paul Hess,Pretty capital scientist establish be available reveal several indeed address store painting.
784,American Crocodile,Crocodylus acutus,Crocodylidae,Crocodylus,3.18,215,Adult,Unknown,25-10-2010,Cuba,Mangroves,Vulnerable,Noah Sparks,Story teacher size interesting sea few learn between wide.
785,West African Crocodile,Crocodylus suchus,Crocodylidae,Crocodylus,2.17,91.9,Subadult,Unknown,05-11-2022,Mauritania,Rivers,Least Concern,Jamie Jordan,Whom night low traditional mouth each admit.
786,West African Crocodile,Crocodylus suchus,Crocodylidae,Crocodylus,3.35,197.9,Adult,Male,27-11-2014,Niger,Oases,Least Concern,James Watson MD,Laugh official agent side.
787,Orinoco Crocodile,Crocodylus intermedius,Crocodylidae,Crocodylus,1.41,113.1,Juvenile,Female,22-01-2010,Venezuela,Large Rivers,Critically Endangered,John Rodriguez,Forward special wish believe college ten majority economic center pattern list.
788,West African Dwarf Crocodile,Osteolaemus tetraspis,Crocodylidae,Osteolaemus,1.26,16.9,Adult,Female,15-05-2022,Côte d'Ivoire,Forest Swamps,Vulnerable,Lacey Hall,Edge find full character focus north image accept real sense some nation fine.
789,Orinoco Crocodile,Crocodylus intermedius,Crocodylidae,Crocodylus,2.63,193.2,Juvenile,Female,15-11-2018,Venezuela,Large Rivers,Critically Endangered,Erica Fletcher,Never science run TV international back camera add mind building culture thank box those manager phone.
790,Borneo Crocodile (disputed),Crocodylus raninus,Crocodylidae,Crocodylus,1.55,40.9,Juvenile,Unknown,03-06-2012,Indonesia (Borneo),Rivers,Data Deficient,Brenda Sawyer,Human father itself family two quality mission past he practice center.
791,Siamese Crocodile,Crocodylus siamensis,Crocodylidae,Crocodylus,2.76,129.6,Adult,Unknown,20-03-2016,Laos,Swamps,Critically Endangered,Christine Mendez,Mind economy leg view until result.
792,Congo Dwarf Crocodile,Osteolaemus osborni,Crocodylidae,Osteolaemus,0.17,4.7,Hatchling,Female,01-12-2024,Congo (DRC),Forest Swamps,Data Deficient,Brandy Warren,Act indicate change attack with find could really Mrs former.
793,Congo Dwarf Crocodile,Osteolaemus osborni,Crocodylidae,Osteolaemus,1.71,38.4,Adult,Unknown,08-10-2020,Congo (DRC),Slow Streams,Data Deficient,John Moore,Player third general add cover exist treatment.
794,Borneo Crocodile (disputed),Crocodylus raninus,Crocodylidae,Crocodylus,2.25,69.6,Subadult,Unknown,20-01-2010,Malaysia (Borneo),Estuarine Systems,Data Deficient,Nicholas Richardson,Various night political dark or bill describe condition nor camera mission population him offer.
795,Freshwater Crocodile (Johnstone's),Crocodylus johnstoni,Crocodylidae,Crocodylus,2.71,87.4,Adult,Male,25-12-2016,Australia,Gorges,Least Concern,Lisa Levy,Protect list collection situation writer before sound chair.
796,Congo Dwarf Crocodile,Osteolaemus osborni,Crocodylidae,Osteolaemus,1.41,23.6,Adult,Male,28-10-2014,Congo (DRC),Slow Streams,Data Deficient,Shannon Morris,Case southern international line few service drive.
797,Philippine Crocodile,Crocodylus mindorensis,Crocodylidae,Crocodylus,2.09,73.8,Subadult,Unknown,28-09-2017,Philippines,Freshwater Marshes,Critically Endangered,Raymond Mccarthy,Find miss most third success western watch street represent.
798,Saltwater Crocodile,Crocodylus porosus,Crocodylidae,Crocodylus,4.76,660.4,Subadult,Male,23-09-2019,Australia,Estuaries,Least Concern,Kristina Henry,Rate newspaper itself give agent hand letter prove rock.
799,Congo Dwarf Crocodile,Osteolaemus osborni,Crocodylidae,Osteolaemus,1.15,14,Subadult,Unknown,26-07-2011,Congo (DRC),Slow Streams,Data Deficient,Justin Cuevas,Him condition section action kind moment accept financial behind.
800,Congo Dwarf Crocodile,Osteolaemus osborni,Crocodylidae,Osteolaemus,1.06,11.5,Juvenile,Unknown,27-05-2017,Congo (DRC),Forest Swamps,Data Deficient,David Dorsey,Event positive politics huge yet region ever arm occur air responsibility likely parent lawyer community.
801,Cuban Crocodile,Crocodylus rhombifer,Crocodylidae,Crocodylus,0.56,38,Hatchling,Unknown,14-08-2013,Cuba,Freshwater Wetlands,Critically Endangered,Maria Gardner,Although ahead thus check.
802,Siamese Crocodile,Crocodylus siamensis,Crocodylidae,Crocodylus,1.98,69.6,Adult,Unknown,05-03-2006,Laos,Slow Rivers,Critically Endangered,Shelby Anderson,Street budget kitchen report fire teach everyone system pretty scene four public tonight today college.
803,Hall's New Guinea Crocodile,Crocodylus halli,Crocodylidae,Crocodylus,2.9,104.1,Adult,Unknown,26-09-2014,Papua New Guinea,Freshwater Wetlands,Least Concern,Dr. Holly Smith,Indicate property article cover seven challenge entire.
804,Congo Dwarf Crocodile,Osteolaemus osborni,Crocodylidae,Osteolaemus,1.3,19,Subadult,Unknown,01-11-2010,Congo (DRC),Slow Streams,Data Deficient,Andrew Franklin,Important play success wait find night brother letter structure beat us because truth consumer beat fish.
805,Mugger Crocodile (Marsh Crocodile),Crocodylus palustris,Crocodylidae,Crocodylus,3.01,164.6,Subadult,Female,11-01-2011,Nepal,Lakes,Vulnerable,Alicia Jackson,Design hear ball right.
806,Freshwater Crocodile (Johnstone's),Crocodylus johnstoni,Crocodylidae,Crocodylus,2.07,65.5,Subadult,Female,22-04-2019,Australia,Billabongs,Least Concern,Ryan May,Section scene financial here expert.
807,American Crocodile,Crocodylus acutus,Crocodylidae,Crocodylus,3.45,201.3,Adult,Female,28-10-2010,Colombia,Estuaries,Vulnerable,Karl Gutierrez,Evening current without else keep begin great.
808,Orinoco Crocodile,Crocodylus intermedius,Crocodylidae,Crocodylus,4.16,389.4,Adult,Female,03-01-2018,Colombia,Large Rivers,Critically Endangered,Raymond Mills,Reach color wear one choose notice year its position radio eye garden why necessary sea especially message decision design.
809,Mugger Crocodile (Marsh Crocodile),Crocodylus palustris,Crocodylidae,Crocodylus,2.69,135.6,Adult,Female,14-02-2017,India,Rivers,Vulnerable,Thomas Holmes,Cost cause only head help open almost red picture thank account instead friend possible beyond.
810,Morelet's Crocodile,Crocodylus moreletii,Crocodylidae,Crocodylus,2.79,115.1,Subadult,Unknown,26-07-2014,Belize,Swamps,Least Concern,Elizabeth Owens,Sell keep pattern order.
811,New Guinea Crocodile,Crocodylus novaeguineae,Crocodylidae,Crocodylus,0.38,28.4,Hatchling,Male,15-06-2025,Papua New Guinea,Lakes,Least Concern,Monica Wells,Education health full question feel wife theory shake.
812,New Guinea Crocodile,Crocodylus novaeguineae,Crocodylidae,Crocodylus,1.86,49.2,Juvenile,Unknown,14-05-2008,Indonesia (Papua),Rivers,Least Concern,Katie Fisher,West husband agreement mention two though.
813,American Crocodile,Crocodylus acutus,Crocodylidae,Crocodylus,4.18,349.6,Adult,Unknown,11-06-2021,Mexico,Coastal Lagoons,Vulnerable,Terri Gonzalez,Sell candidate four whether wife finally she soon learn close a challenge third feeling ball door data.
814,West African Dwarf Crocodile,Osteolaemus tetraspis,Crocodylidae,Osteolaemus,1.34,20.1,Subadult,Male,24-03-2015,Liberia,Forest Swamps,Vulnerable,David Cohen,Above city beyond near hour defense line heavy less.
815,West African Slender-snouted Crocodile,Mecistops cataphractus,Crocodylidae,Mecistops,3.07,183.9,Adult,Unknown,11-11-2015,Ghana,Shaded Forest Rivers,Critically Endangered,Thomas Hughes,Several card significant today star room interesting hour author major science only develop.
816,Borneo Crocodile (disputed),Crocodylus raninus,Crocodylidae,Crocodylus,2.98,152.6,Adult,Unknown,03-11-2010,Malaysia (Borneo),Estuarine Systems,Data Deficient,Patricia Wood,May ability out huge back discover matter analysis few behavior himself.
817,Morelet's Crocodile,Crocodylus moreletii,Crocodylidae,Crocodylus,1.81,61.7,Adult,Male,28-09-2008,Mexico,Rivers,Least Concern,Chris Collins,Alone when instead clear radio strong let bar rather big television sound.
818,Congo Dwarf Crocodile,Osteolaemus osborni,Crocodylidae,Osteolaemus,0.14,4.4,Hatchling,Unknown,11-06-2024,Central African Republic,Slow Streams,Data Deficient,Francis Andrews,Rather activity president prove institution approach interesting score break southern traditional.
819,Cuban Crocodile,Crocodylus rhombifer,Crocodylidae,Crocodylus,2.12,79.5,Adult,Unknown,06-01-2006,Cuba,Swamps,Critically Endangered,Priscilla Joseph,Will born condition interest service that bag according way remain election method pass the itself let.
820,Borneo Crocodile (disputed),Crocodylus raninus,Crocodylidae,Crocodylus,3.23,185.8,Adult,Unknown,07-03-2022,Indonesia (Borneo),Rivers,Data Deficient,Sean Stevens,Threat rather education.
821,Hall's New Guinea Crocodile,Crocodylus halli,Crocodylidae,Crocodylus,2.97,117.6,Subadult,Female,26-08-2012,Papua New Guinea,Rivers,Least Concern,Edward Fuentes,Environment fall indicate land fear along born rule most how compare movement.
822,New Guinea Crocodile,Crocodylus novaeguineae,Crocodylidae,Crocodylus,2.45,84.4,Adult,Female,26-03-2007,Indonesia (Papua),Swamps,Least Concern,Charles Snyder,Generation leader pay try tough usually star.
823,Morelet's Crocodile,Crocodylus moreletii,Crocodylidae,Crocodylus,2.56,87,Subadult,Male,13-12-2019,Belize,Swamps,Least Concern,Amanda Nguyen,Chair with point think.
824,Philippine Crocodile,Crocodylus mindorensis,Crocodylidae,Crocodylus,2.33,73.5,Adult,Unknown,03-12-2022,Philippines,Freshwater Marshes,Critically Endangered,William Miller,Institution against wear either present third student item bring court end field.
825,Nile Crocodile,Crocodylus niloticus,Crocodylidae,Crocodylus,4.14,515.7,Adult,Unknown,04-11-2020,Sudan,Rivers,Least Concern,Sarah Sanchez,Hear list set join section sing everybody provide.
826,Borneo Crocodile (disputed),Crocodylus raninus,Crocodylidae,Crocodylus,3.48,220.9,Adult,Male,11-09-2021,Indonesia (Borneo),Rivers,Data Deficient,Susan Gregory,Above debate site price ever leg so play best different.
827,Orinoco Crocodile,Crocodylus intermedius,Crocodylidae,Crocodylus,3.57,353,Adult,Female,05-01-2025,Venezuela,Flooded Savannas,Critically Endangered,Connie Carr,Step onto play forget home upon actually future get.
828,West African Dwarf Crocodile,Osteolaemus tetraspis,Crocodylidae,Osteolaemus,1.14,11.1,Adult,Male,08-07-2010,Sierra Leone,Small Streams,Vulnerable,Joel Newton,Mother color hope idea produce number bad.
829,Philippine Crocodile,Crocodylus mindorensis,Crocodylidae,Crocodylus,1.48,42.6,Juvenile,Unknown,23-10-2021,Philippines,Freshwater Marshes,Critically Endangered,Dr. Bradley Adkins,Hard factor firm purpose ahead person coach goal it yet age wind news make doctor.
830,American Crocodile,Crocodylus acutus,Crocodylidae,Crocodylus,1.51,84.7,Juvenile,Male,09-09-2024,Costa Rica,Estuaries,Vulnerable,Bonnie Lawson,Best design yeah number condition city since.
831,Central African Slender-snouted Crocodile,Mecistops leptorhynchus,Crocodylidae,Mecistops,1.87,73.6,Juvenile,Female,31-05-2014,Gabon,Swamps,Endangered,Jennifer Ortiz,Industry out floor guy black those whether.
832,Borneo Crocodile (disputed),Crocodylus raninus,Crocodylidae,Crocodylus,2.65,118.4,Adult,Female,05-11-2023,Malaysia (Borneo),Estuarine Systems,Data Deficient,Emily Nichols,Different identify series experience under church them hundred about.
833,Nile Crocodile,Crocodylus niloticus,Crocodylidae,Crocodylus,3.38,310.1,Adult,Female,21-02-2020,Tanzania,Reservoirs,Least Concern,Pamela Douglas,Himself president wind improve player peace catch people.
834,West African Slender-snouted Crocodile,Mecistops cataphractus,Crocodylidae,Mecistops,3.22,187.6,Adult,Male,03-12-2011,Côte d'Ivoire,Swamps,Critically Endangered,Ms. Monique Dougherty MD,Coach personal range weight age over smile hope.
835,Orinoco Crocodile,Crocodylus intermedius,Crocodylidae,Crocodylus,2.02,162.7,Juvenile,Male,31-12-2022,Colombia,Large Rivers,Critically Endangered,Cheryl Gentry,Hard themselves compare view TV follow fall thus debate leave each owner.
836,Hall's New Guinea Crocodile,Crocodylus halli,Crocodylidae,Crocodylus,0.95,33.9,Juvenile,Unknown,22-02-2010,Papua New Guinea,Freshwater Wetlands,Least Concern,Rebecca Kaufman DDS,Sound study the training each reveal attorney security.
837,New Guinea Crocodile,Crocodylus novaeguineae,Crocodylidae,Crocodylus,2.35,84.2,Adult,Female,13-12-2005,Papua New Guinea,Swamps,Least Concern,Jennifer Meyer,Television audience indicate employee respond building since positive move agency lose rise.
838,Nile Crocodile,Crocodylus niloticus,Crocodylidae,Crocodylus,4.22,482.8,Adult,Unknown,27-12-2013,Uganda,Marshes,Least Concern,James Short,Guy respond memory power.
839,American Crocodile,Crocodylus acutus,Crocodylidae,Crocodylus,2.71,124.6,Adult,Unknown,12-08-2025,Cuba,Coastal Lagoons,Vulnerable,Caleb Thomas,Serious often social reveal hand prevent center during lot enough form.
840,Philippine Crocodile,Crocodylus mindorensis,Crocodylidae,Crocodylus,1.86,47.5,Subadult,Unknown,04-12-2017,Philippines,Rivers,Critically Endangered,Judy Fletcher,Serious garden ready former late election every along cause.
841,Borneo Crocodile (disputed),Crocodylus raninus,Crocodylidae,Crocodylus,2.38,100.9,Adult,Male,30-07-2013,Indonesia (Borneo),Estuarine Systems,Data Deficient,Allison Beard,Guy fact war citizen plant little key far season reason chair factor his PM agreement.
842,Hall's New Guinea Crocodile,Crocodylus halli,Crocodylidae,Crocodylus,3.24,133.7,Adult,Female,18-04-2013,Papua New Guinea,Freshwater Wetlands,Least Concern,Eric Silva,Hair meet thank might local tonight win popular onto.
843,New Guinea Crocodile,Crocodylus novaeguineae,Crocodylidae,Crocodylus,2.88,115.5,Adult,Unknown,10-08-2010,Papua New Guinea,Lakes,Least Concern,Kelly Gray,Possible that lot low here protect ask different deal change part rock build culture.
844,Central African Slender-snouted Crocodile,Mecistops leptorhynchus,Crocodylidae,Mecistops,2.52,123.3,Adult,Male,18-03-2012,Congo Basin Countries,Swamps,Endangered,Mr. Mark Smith DDS,Together scientist hair allow phone weight medical.
845,Siamese Crocodile,Crocodylus siamensis,Crocodylidae,Crocodylus,2.52,108.4,Adult,Female,08-05-2015,Vietnam,Oxbow Lakes,Critically Endangered,Tyrone Bradford,Their wife argue note easy eight school ready practice each ready lay American participant necessary before couple.
846,American Crocodile,Crocodylus acutus,Crocodylidae,Crocodylus,2.46,112.5,Juvenile,Female,09-02-2016,Cuba,Brackish Rivers,Vulnerable,Amy Leach,Few debate during seven local better think anything so authority.
847,Congo Dwarf Crocodile,Osteolaemus osborni,Crocodylidae,Osteolaemus,1.55,29.5,Adult,Female,20-09-2016,Central African Republic,Slow Streams,Data Deficient,Jeremy Alvarez,My Democrat maintain notice ok.
848,Cuban Crocodile,Crocodylus rhombifer,Crocodylidae,Crocodylus,2.16,76.4,Adult,Female,20-05-2015,Cuba,Swamps,Critically Endangered,Ashley Tanner,Open play sense yeah edge imagine.
849,Orinoco Crocodile,Crocodylus intermedius,Crocodylidae,Crocodylus,2.95,216.9,Juvenile,Male,21-06-2009,Venezuela,Flooded Savannas,Critically Endangered,Mark Murphy,Method week federal test eat every night final key with watch maintain five.
850,Morelet's Crocodile,Crocodylus moreletii,Crocodylidae,Crocodylus,1.52,50.9,Juvenile,Female,18-05-2011,Belize,Lagoons,Least Concern,Julie Martin,Set pull behind television garden reach.
851,Hall's New Guinea Crocodile,Crocodylus halli,Crocodylidae,Crocodylus,0.94,35.8,Juvenile,Female,31-12-2008,Papua New Guinea,Freshwater Wetlands,Least Concern,Cheryl Rodriguez,Degree maybe floor most bill feel participant.
852,West African Dwarf Crocodile,Osteolaemus tetraspis,Crocodylidae,Osteolaemus,1.35,19.8,Subadult,Unknown,24-05-2025,Côte d'Ivoire,Forest Swamps,Vulnerable,Brittney Moore,Skill system particular church what wonder president small.
853,Nile Crocodile,Crocodylus niloticus,Crocodylidae,Crocodylus,3.02,283.5,Juvenile,Male,28-01-2008,Nigeria,Reservoirs,Least Concern,Debra Cantu,Various strong he fill risk stop firm final none several accept vote area impact.
854,Central African Slender-snouted Crocodile,Mecistops leptorhynchus,Crocodylidae,Mecistops,2.22,83.9,Subadult,Unknown,10-02-2012,Congo Basin Countries,Forest Rivers,Endangered,Brenda Bryant,Affect region decade respond far health focus so.
855,Orinoco Crocodile,Crocodylus intermedius,Crocodylidae,Crocodylus,3.98,445.1,Adult,Unknown,07-03-2025,Colombia,Flooded Savannas,Critically Endangered,Justin Gonzalez,Pay key ever avoid civil reveal.
856,Nile Crocodile,Crocodylus niloticus,Crocodylidae,Crocodylus,4.48,604.8,Adult,Male,31-07-2013,Tanzania,Lakes,Least Concern,Leslie Crane,Sit hope where.
857,Philippine Crocodile,Crocodylus mindorensis,Crocodylidae,Crocodylus,1.69,51.5,Subadult,Unknown,15-02-2011,Philippines,Ponds,Critically Endangered,Danielle Benitez,Heart big policy everybody hard type book care seek foot simple including charge.
858,Central African Slender-snouted Crocodile,Mecistops leptorhynchus,Crocodylidae,Mecistops,2.25,79.1,Adult,Male,12-05-2024,Congo Basin Countries,Swamps,Endangered,Edwin Gonzalez,Just foreign national produce news stage ready cell show.
859,Central African Slender-snouted Crocodile,Mecistops leptorhynchus,Crocodylidae,Mecistops,2.35,105.8,Subadult,Unknown,06-07-2021,Cameroon,Forest Rivers,Endangered,Melissa Stevenson,Toward knowledge this contain life leave four.
860,Borneo Crocodile (disputed),Crocodylus raninus,Crocodylidae,Crocodylus,3.16,155.2,Adult,Unknown,09-10-2018,Indonesia (Borneo),Estuarine Systems,Data Deficient,Michele Scott,Cell politics interview south something story.
861,Orinoco Crocodile,Crocodylus intermedius,Crocodylidae,Crocodylus,4.81,636.5,Adult,Male,14-11-2008,Colombia,Large Rivers,Critically Endangered,William Brooks,Join allow mean sometimes so man offer plant same north wind sister mother.
862,Philippine Crocodile,Crocodylus mindorensis,Crocodylidae,Crocodylus,1.94,51.7,Subadult,Female,29-09-2017,Philippines,Ponds,Critically Endangered,Sarah Miller,Particular year sell short issue everybody later thing school practice authority possible fund month realize.
863,American Crocodile,Crocodylus acutus,Crocodylidae,Crocodylus,2.8,157.6,Adult,Male,10-09-2022,Mexico,Estuaries,Vulnerable,Jessica Smith,Family perhaps hope across follow character talk once should mother president customer start understand.
864,West African Slender-snouted Crocodile,Mecistops cataphractus,Crocodylidae,Mecistops,2.48,122.3,Adult,Male,06-10-2021,Nigeria,Shaded Forest Rivers,Critically Endangered,Michelle Ray,Significant deal consider ago own suddenly single music.
865,Saltwater Crocodile,Crocodylus porosus,Crocodylidae,Crocodylus,5.2,751.3,Adult,Female,26-10-2024,India,Mangroves,Least Concern,Erin Stewart,Probably cut clear yard do turn sign agree.
866,Siamese Crocodile,Crocodylus siamensis,Crocodylidae,Crocodylus,2.86,145.6,Adult,Female,10-08-2023,Thailand,Slow Rivers,Critically Endangered,Terry Martinez,Agent test take decade any just cup side opportunity by wide medical.
867,Cuban Crocodile,Crocodylus rhombifer,Crocodylidae,Crocodylus,2.48,108.1,Adult,Male,04-09-2012,Cuba,Freshwater Wetlands,Critically Endangered,Kelli Martin,Build major painting see first course world son growth effort born lead.
868,Philippine Crocodile,Crocodylus mindorensis,Crocodylidae,Crocodylus,1.68,40.4,Adult,Female,24-08-2017,Philippines,Ponds,Critically Endangered,Robert Ross,Great watch student its.
869,New Guinea Crocodile,Crocodylus novaeguineae,Crocodylidae,Crocodylus,1.98,58.9,Juvenile,Female,07-04-2017,Papua New Guinea,Lakes,Least Concern,Elizabeth Key,Practice special then administration who role today animal suggest.
870,West African Slender-snouted Crocodile,Mecistops cataphractus,Crocodylidae,Mecistops,2.62,120.6,Adult,Unknown,30-07-2012,Côte d'Ivoire,Swamps,Critically Endangered,Adam Stone,Reason several article sort term produce he.
871,Saltwater Crocodile,Crocodylus porosus,Crocodylidae,Crocodylus,5.48,918.4,Adult,Female,21-04-2018,Australia,Mangroves,Least Concern,Christopher Thompson,Whole score special consider these body class marriage fill personal training enter fly situation former threat alone.
872,Orinoco Crocodile,Crocodylus intermedius,Crocodylidae,Crocodylus,3.9,427.3,Subadult,Female,18-11-2013,Venezuela,Flooded Savannas,Critically Endangered,Susan Williams,Several reveal college beyond give development.
873,Cuban Crocodile,Crocodylus rhombifer,Crocodylidae,Crocodylus,2.69,102.7,Subadult,Unknown,20-12-2023,Cuba,Freshwater Wetlands,Critically Endangered,Austin Novak,Work task Mr care owner PM find light total campaign prevent half party respond local.
874,Orinoco Crocodile,Crocodylus intermedius,Crocodylidae,Crocodylus,3.26,307.4,Adult,Female,03-11-2020,Venezuela,Large Rivers,Critically Endangered,Sarah Gonzalez,Method south central process sea response executive past economic economy.
875,Cuban Crocodile,Crocodylus rhombifer,Crocodylidae,Crocodylus,2.56,97.8,Adult,Female,23-05-2018,Cuba,Freshwater Wetlands,Critically Endangered,Elizabeth Page,Property mind officer third service capital instead product often various alone town his.
876,Central African Slender-snouted Crocodile,Mecistops leptorhynchus,Crocodylidae,Mecistops,1.1,37.7,Juvenile,Male,11-09-2018,Congo Basin Countries,Swamps,Endangered,Craig White,Play structure down however activity.
